T l'air à deux mètres du sol (°C),T ressentie au vent (°C),T du point de rosée (°C),Direction du vent (km/h),Vitesse du vent lors de la mesure (km/h),Vitesse du vent maximum sur la dernière heure (km/h),Humidité relative (%),Visibilité (Km),Datetime,Pression,Variation_pression_3h,Nebulosite,Degradation_meteo,Pluie_presence,Pluie_moyenne_par_heure,Intensite_pluie
3.8,1.0,-1.0,ENE,11.1,24.1,71,20.0,2025-02-06 23:00:00,1030.1,-2.6,8.0,0,0,0.0,Aucune
3.9,0.7,-0.9,ENE,13.0,24.1,71,20.0,2025-02-06 22:00:00,,-2.4,8.0,0,0,0.0,Aucune
4.3,1.6,-0.3,NE,11.1,18.5,72,20.0,2025-02-06 21:00:00,1031.9,-2.2,8.0,0,0,0.0,Aucune
4.3,1.6,0.6,NE,11.1,20.4,77,20.0,2025-02-06 20:00:00,1032.7,-1.7,8.0,0,0,0.0,Aucune
4.6,1.9,1.1,NE,11.1,18.5,78,20.0,2025-02-06 19:00:00,1033.4,-1.5,8.0,0,0,0.0,Aucune
4.6,1.9,1.3,NE,11.1,16.7,79,12.0,2025-02-06 18:00:00,1034.1,-1.4,8.0,0,0,0.01,Faible
4.4,2.1,1.4,NE,9.3,16.7,81,12.0,2025-02-06 17:00:00,1034.4,-1.8,8.0,0,0,0.0,Aucune
4.3,2.0,1.5,NE,9.3,18.5,82,12.0,2025-02-06 16:00:00,,-2.3,8.0,0,0,0.0,Aucune
4.2,1.5,1.4,NE,11.1,16.7,82,12.0,2025-02-06 15:00:00,1035.6,-2.6,8.0,0,0,0.0,Aucune
4.2,1.9,1.1,ENE,9.3,16.7,80,12.0,2025-02-06 14:00:00,1036.3,-2.9,8.0,0,0,0.0,Aucune
3.9,1.1,1.1,NE,11.1,18.5,82,12.0,2025-02-06 13:00:00,1037.3,-2.3,8.0,0,0,0.0,Aucune
3.8,1.0,1.0,NE,11.1,16.7,82,14.0,2025-02-06 12:00:00,1038.2,-1.7,8.0,0,1,0.01,Faible
3.4,0.5,1.0,NE,11.1,16.7,84,12.0,2025-02-06 11:00:00,1039.2,-0.9,8.0,0,0,0.0,Aucune
2.6,-0.0,1.4,NE,9.3,16.7,92,10.0,2025-02-06 10:00:00,1039.7,-0.3,8.0,0,1,0.01,Faible
2.3,-0.4,1.1,NE,9.3,13.0,92,9.0,2025-02-06 09:00:00,,0.1,8.0,0,0,0.0,Aucune
2.1,-0.6,1.2,ENE,9.3,14.8,94,9.0,2025-02-06 08:00:00,1040.2,-0.1,8.0,0,0,0.0,Aucune
2.0,-1.2,0.8,NE,11.1,14.8,92,10.0,2025-02-06 07:00:00,,-0.4,8.0,0,0,0.0,Aucune
2.9,0.3,1.4,ENE,9.3,14.8,90,9.0,2025-02-06 05:00:00,1040.3,-0.2,8.0,0,0,0.0,Aucune
3.0,0.4,1.5,NE,9.3,14.8,90,11.0,2025-02-06 04:00:00,1040.4,-0.5,8.0,0,0,0.0,Aucune
3.3,1.3,2.0,NNE,7.4,13.0,91,8.0,2025-02-06 03:00:00,1040.4,-1.0,8.0,0,0,0.0,Aucune
3.5,1.5,2.9,ENE,7.4,13.0,96,4.5,2025-02-06 02:00:00,1040.4,-1.0,8.0,0,0,0.0,Aucune
3.7,2.4,2.8,ENE,5.6,11.1,94,6.0,2025-02-06 01:00:00,1040.8,-1.0,8.0,0,0,0.0,Aucune
4.0,2.1,3.1,NE,7.4,9.3,94,7.0,2025-02-06 00:00:00,1041.3,-0.8,8.0,0,0,0.0,Aucune
6.4,4.5,3.9,ESE,9.3,14.8,84,9.0,2025-02-07 23:00:00,1014.1,-0.2,8.0,0,1,0.01,Faible
6.3,4.4,3.5,ESE,9.3,16.7,82,9.0,2025-02-07 22:00:00,1014.2,-0.8,8.0,0,1,0.2,Faible
6.4,6.4,3.5,ESE,3.7,11.1,82,8.0,2025-02-07 21:00:00,1014.5,-0.9,8.0,0,1,0.13,Faible
5.8,4.2,3.5,E,7.4,11.1,85,8.0,2025-02-07 20:00:00,1014.4,-1.2,8.0,0,1,0.2,Faible
5.5,4.4,3.0,ENE,5.6,13.0,84,6.0,2025-02-07 19:00:00,1015.1,-0.9,8.0,0,1,0.2,Faible
5.2,3.5,2.5,ENE,7.4,11.1,83,8.0,2025-02-07 18:00:00,1015.5,-0.7,8.0,0,1,0.01,Faible
5.2,3.5,2.0,ENE,7.4,11.1,80,8.0,2025-02-07 17:00:00,1015.6,-1.3,8.0,0,0,0.0,Aucune
5.1,4.0,1.9,ENE,5.6,14.8,80,7.0,2025-02-07 16:00:00,,-1.8,8.0,0,1,0.01,Faible
5.0,2.8,1.7,E,9.3,16.7,79,12.0,2025-02-07 15:00:00,1016.2,-2.6,8.0,0,0,0.0,Aucune
4.8,2.6,1.1,E,9.3,14.8,77,12.0,2025-02-07 14:00:00,1016.9,-3.0,8.0,0,0,0.0,Aucune
4.7,2.1,1.0,ESE,11.1,18.5,77,12.0,2025-02-07 13:00:00,1017.9,-2.7,8.0,0,0,0.0,Aucune
4.3,2.0,0.6,E,9.3,16.7,77,12.0,2025-02-07 12:00:00,1018.9,-2.4,8.0,0,0,0.01,Faible
3.7,0.9,0.2,E,11.1,18.5,78,12.0,2025-02-07 11:00:00,,-2.1,8.0,0,0,0.0,Aucune
3.1,0.1,0.2,E,11.1,16.7,81,11.0,2025-02-07 10:00:00,1020.7,-1.9,8.0,0,0,0.0,Aucune
2.5,-0.6,0.6,E,11.1,18.5,87,8.0,2025-02-07 09:00:00,1021.4,-1.9,8.0,0,1,0.01,Faible
2.0,-1.2,1.0,ENE,11.1,16.7,93,4.0,2025-02-07 08:00:00,1022.2,-1.9,8.0,0,1,0.01,Faible
2.3,-0.8,0.7,ENE,11.1,18.5,89,10.0,2025-02-07 07:00:00,1022.6,-2.2,8.0,0,0,0.0,Aucune
3.3,0.4,-1.1,ENE,11.1,16.7,73,20.0,2025-02-07 05:00:00,1024.1,-3.1,8.0,0,0,0.0,Aucune
3.3,0.8,-1.3,ENE,9.3,16.7,72,20.0,2025-02-07 04:00:00,1024.8,-3.4,8.0,0,0,0.0,Aucune
3.4,0.5,-1.2,ENE,11.1,18.5,72,20.0,2025-02-07 03:00:00,1026.1,-3.2,8.0,0,1,0.01,Faible
3.4,0.5,-0.6,ENE,11.1,22.2,75,17.0,2025-02-07 02:00:00,1027.2,-2.9,8.0,0,1,0.01,Faible
3.2,0.7,-0.1,ENE,9.3,18.5,79,6.0,2025-02-07 01:00:00,1028.2,-2.8,8.0,0,1,0.01,Faible
3.4,0.1,-0.4,ENE,13.0,20.4,76,13.0,2025-02-07 00:00:00,1029.3,-2.6,8.0,0,0,0.0,Aucune
4.7,2.9,2.9,S,7.4,24.1,88,7.0,2025-02-08 23:00:00,1023.2,1.4,8.0,0,1,0.01,Faible
5.7,4.1,3.0,SSE,7.4,13.0,83,18.0,2025-02-08 22:00:00,1022.5,0.9,8.0,0,1,0.01,Faible
5.7,5.7,3.0,SO,3.7,18.5,83,13.0,2025-02-08 21:00:00,1022.5,1.4,8.0,0,1,0.13,Faible
6.0,4.0,2.6,SSE,9.3,18.5,79,25.0,2025-02-08 20:00:00,1021.7,1.1,7.0,0,1,0.01,Faible
6.2,4.2,1.9,SSE,9.3,16.7,74,35.0,2025-02-08 19:00:00,1021.5,1.1,7.0,0,1,0.2,Faible
6.8,5.4,1.3,SSE,7.4,16.7,68,25.0,2025-02-08 18:00:00,,0.6,7.0,0,0,0.0,Aucune
6.9,5.5,1.2,SE,7.4,14.8,67,16.0,2025-02-08 17:00:00,1020.6,0.5,7.0,0,0,0.0,Aucune
6.9,5.5,1.4,SSE,7.4,13.0,68,16.0,2025-02-08 16:00:00,1020.4,0.4,7.0,0,0,0.0,Aucune
6.8,5.9,1.3,S,5.6,13.0,68,10.0,2025-02-08 15:00:00,1020.4,0.1,7.0,0,0,0.0,Aucune
6.8,5.0,1.1,S,9.3,16.7,67,30.0,2025-02-08 14:00:00,1020.1,0.0,8.0,0,0,0.0,Aucune
6.6,5.2,0.3,S,7.4,13.0,64,27.0,2025-02-08 13:00:00,,0.5,7.0,0,0,0.0,Aucune
5.9,4.3,-0.2,SSO,7.4,14.8,65,10.0,2025-02-08 12:00:00,1020.3,1.4,7.0,0,0,0.0,Aucune
5.0,3.3,--,S,7.4,16.7,--,10.0,2025-02-08 11:00:00,1020.2,1.9,7.0,0,0,0.0,Aucune
4.9,2.7,1.2,SSO,9.3,18.5,77,10.0,2025-02-08 10:00:00,1019.6,2.5,7.0,0,0,0.0,Aucune
3.8,1.4,0.8,SO,9.3,20.4,81,10.0,2025-02-08 09:00:00,,3.4,7.0,0,0,0.0,Aucune
3.5,0.2,1.2,SSO,13.0,20.4,85,10.0,2025-02-08 08:00:00,1018.3,3.8,8.0,0,0,0.0,Aucune
4.0,1.6,2.2,SO,9.3,22.2,88,10.0,2025-02-08 07:00:00,1017.1,3.2,8.0,0,0,0.0,Aucune
5.9,3.5,4.5,SSO,11.1,22.2,91,10.0,2025-02-08 06:00:00,1015.5,1.8,8.0,0,1,0.01,Faible
6.8,5.4,5.4,SSE,7.4,11.1,91,10.0,2025-02-08 05:00:00,1014.3,0.6,8.0,0,1,0.01,Faible
6.1,5.1,4.7,SE,5.6,7.4,91,13.0,2025-02-08 04:00:00,1013.7,-0.2,8.0,0,1,0.01,Faible
5.9,5.9,4.7,ESE,3.7,7.4,92,9.0,2025-02-08 03:00:00,1013.7,-0.2,8.0,0,1,0.07,Faible
6.0,5.0,4.2,SE,5.6,13.0,88,11.0,2025-02-08 02:00:00,1013.8,-0.4,8.0,0,1,0.2,Faible
5.9,5.9,3.7,ESE,3.7,13.0,86,8.0,2025-02-08 01:00:00,,-0.3,8.0,0,1,0.01,Faible
5.8,3.8,3.6,E,9.3,14.8,86,9.0,2025-02-08 00:00:00,1013.9,-0.7,8.0,0,1,0.13,Faible
5.5,4.4,3.5,ENE,5.6,7.4,87,18.0,2025-02-09 23:00:00,1025.3,-0.9,8.0,0,1,0.01,Faible
5.7,5.7,3.7,E,1.9,7.4,87,15.0,2025-02-09 22:00:00,1025.7,-0.7,8.0,0,0,0.0,Aucune
5.9,5.9,3.7,ENE,3.7,5.6,86,16.0,2025-02-09 21:00:00,,-0.4,7.0,0,1,0.01,Faible
6.0,6.0,4.0,ENE,3.7,7.4,87,18.0,2025-02-09 20:00:00,1026.2,-0.1,7.0,0,1,0.01,Faible
6.1,5.1,4.1,ENE,5.6,7.4,87,18.0,2025-02-09 19:00:00,1026.4,0.2,7.0,0,0,0.0,Aucune
6.1,6.1,4.1,NE,3.7,7.4,87,18.0,2025-02-09 18:00:00,1026.4,0.2,7.0,0,1,0.07,Faible
6.1,5.1,4.1,E,5.6,9.3,87,11.0,2025-02-09 17:00:00,1026.3,-0.1,7.0,0,1,0.2,Faible
6.6,5.7,3.9,E,5.6,9.3,83,20.0,2025-02-09 16:00:00,1026.2,-0.4,7.0,0,0,0.0,Aucune
7.1,6.3,4.2,E,5.6,9.3,82,20.0,2025-02-09 15:00:00,1026.1,-0.8,7.0,0,0,0.0,Aucune
6.6,5.7,3.7,E,5.6,7.4,82,20.0,2025-02-09 14:00:00,1026.4,-0.5,7.0,0,0,0.0,Aucune
6.2,6.2,3.2,SE,3.7,9.3,81,20.0,2025-02-09 13:00:00,1026.6,0.2,7.0,0,0,0.0,Aucune
5.7,4.7,2.9,S,5.6,9.3,82,20.0,2025-02-09 12:00:00,,0.9,7.0,0,0,0.0,Aucune
5.6,4.5,3.3,SSE,5.6,9.3,85,20.0,2025-02-09 11:00:00,1026.9,1.3,7.0,0,0,0.0,Aucune
5.2,3.5,3.7,SSE,7.4,11.1,90,20.0,2025-02-09 10:00:00,1026.4,1.5,7.0,0,0,0.0,Aucune
4.5,4.5,3.3,SSE,3.7,7.4,92,18.0,2025-02-09 09:00:00,1026.1,1.6,7.0,0,0,0.0,Aucune
4.4,3.2,3.4,S,5.6,9.3,93,20.0,2025-02-09 08:00:00,1025.6,1.4,7.0,0,0,0.0,Aucune
4.4,3.2,3.5,S,5.6,11.1,94,20.0,2025-02-09 07:00:00,1024.9,0.9,7.0,0,0,0.0,Aucune
4.5,3.3,3.6,SSE,5.6,7.4,94,20.0,2025-02-09 06:00:00,1024.5,0.8,8.0,0,1,0.13,Faible
4.4,4.4,3.8,S,3.7,7.4,96,20.0,2025-02-09 05:00:00,1024.2,0.7,7.0,0,1,0.01,Faible
4.2,4.2,3.6,OSO,1.9,3.7,96,7.0,2025-02-09 04:00:00,,0.6,8.0,0,1,0.4,Faible
4.1,4.1,3.4,S,1.9,3.7,95,12.0,2025-02-09 03:00:00,1023.7,0.3,8.0,0,1,0.67,Faible
4.1,4.1,3.5,OSO,1.9,3.7,96,5.0,2025-02-09 02:00:00,1023.5,0.3,8.0,0,1,0.8,Faible
4.0,4.0,3.1,S,3.7,14.8,94,8.0,2025-02-09 01:00:00,1023.4,0.9,8.0,0,1,0.8,Faible
4.3,3.1,3.3,S,5.6,13.0,93,8.0,2025-02-09 00:00:00,1023.4,0.9,8.0,0,1,0.13,Faible
3.8,1.9,2.3,O,7.4,13.0,90,12.0,2025-02-10 23:00:00,1018.8,1.6,7.0,0,0,0.0,Aucune
3.4,1.4,2.5,O,7.4,13.0,94,9.0,2025-02-10 22:00:00,1018.3,1.9,8.0,0,0,0.0,Aucune
3.2,1.2,1.9,ONO,7.4,16.7,91,15.0,2025-02-10 21:00:00,1017.7,2.4,8.0,0,1,0.01,Faible
3.4,0.9,2.2,ONO,9.3,18.5,92,15.0,2025-02-10 20:00:00,1017.2,2.3,7.0,0,0,0.0,Aucune
4.4,3.2,3.1,ONO,5.6,14.8,91,15.0,2025-02-10 19:00:00,1016.3,1.5,7.0,0,1,0.01,Faible
5.5,4.4,4.6,ONO,5.6,11.1,94,6.0,2025-02-10 18:00:00,1015.2,-0.3,8.0,0,1,1.0,Faible
5.7,4.1,5.1,O,7.4,11.1,96,7.0,2025-02-10 17:00:00,1014.8,-1.1,8.0,0,1,1.0,Faible
5.9,5.9,5.2,NNO,0.0,3.7,95,3.3,2025-02-10 16:00:00,1014.8,-2.4,8.0,0,1,2.0,Faible
5.9,5.9,5.2,ESE,1.9,7.4,95,4.0,2025-02-10 15:00:00,1015.5,-2.8,8.0,0,1,0.33,Faible
5.8,4.8,4.9,E,5.6,9.3,94,7.0,2025-02-10 14:00:00,1015.9,-3.2,8.0,0,1,0.01,Faible
5.8,4.8,4.8,E,5.6,9.3,93,5.0,2025-02-10 13:00:00,1017.2,-2.3,8.0,0,1,0.01,Faible
5.5,4.4,4.5,E,5.6,9.3,93,6.0,2025-02-10 12:00:00,1018.3,-1.6,8.0,0,1,0.01,Faible
5.2,4.1,4.2,E,5.6,9.3,93,6.0,2025-02-10 11:00:00,1019.1,-1.6,8.0,0,0,0.0,Aucune
5.0,3.9,4.1,ENE,5.6,11.1,94,6.0,2025-02-10 10:00:00,1019.6,-1.5,8.0,0,1,0.01,Faible
4.4,2.6,3.8,ENE,7.4,13.0,96,4.0,2025-02-10 09:00:00,,-1.4,8.0,0,1,0.33,Faible
4.4,3.2,3.7,NE,5.6,11.1,95,4.0,2025-02-10 08:00:00,1020.8,-1.1,8.0,0,1,0.4,Faible
4.6,3.4,3.4,NE,5.6,9.3,92,11.0,2025-02-10 07:00:00,1021.1,-1.2,8.0,0,1,0.4,Faible
4.9,3.7,3.1,ENE,5.6,9.3,88,6.0,2025-02-10 06:00:00,1021.4,-1.5,8.0,0,1,0.07,Faible
5.0,3.9,3.0,ENE,5.6,9.3,87,20.0,2025-02-10 05:00:00,1021.9,-1.6,8.0,0,0,0.0,Aucune
5.1,4.0,2.9,ENE,5.6,11.1,86,24.0,2025-02-10 04:00:00,1022.3,-1.9,8.0,0,0,0.0,Aucune
5.1,4.0,2.9,NE,5.6,7.4,86,22.0,2025-02-10 03:00:00,1022.9,-2.1,8.0,0,0,0.0,Aucune
5.3,4.2,3.0,ENE,5.6,7.4,85,22.0,2025-02-10 02:00:00,1023.5,-1.8,8.0,0,0,0.0,Aucune
5.4,4.3,3.1,NE,5.6,7.4,85,18.0,2025-02-10 01:00:00,1024.2,-1.5,8.0,0,0,0.0,Aucune
5.4,4.3,3.4,ENE,5.6,7.4,87,18.0,2025-02-10 00:00:00,,-1.0,8.0,0,1,0.01,Faible
2.2,2.2,0.7,N,3.7,5.6,90,8.0,2025-02-11 23:00:00,1018.8,-0.5,3.0,0,0,0.0,Aucune
2.7,2.7,1.1,NE,3.7,7.4,89,8.0,2025-02-11 22:00:00,1018.9,-0.3,3.0,0,0,0.0,Aucune
2.8,2.8,1.3,NE,3.7,5.6,90,8.0,2025-02-11 21:00:00,1019.1,0.1,7.0,0,0,0.0,Aucune
3.4,3.4,1.4,NE,3.7,7.4,87,8.0,2025-02-11 20:00:00,1019.2,0.3,1.0,0,0,0.0,Aucune
4.0,2.7,1.7,NE,5.6,7.4,85,14.0,2025-02-11 19:00:00,1019.2,0.3,7.0,0,0,0.0,Aucune
4.0,4.0,0.5,ENE,3.7,5.6,78,14.0,2025-02-11 18:00:00,,-0.1,5.0,0,0,0.0,Aucune
5.0,5.0,0.4,NE,3.7,5.6,72,14.0,2025-02-11 17:00:00,1018.9,-0.4,7.0,0,0,0.0,Aucune
6.2,6.2,1.1,ENE,3.7,5.6,70,14.0,2025-02-11 16:00:00,1018.8,-0.7,7.0,0,0,0.0,Aucune
6.4,6.4,0.9,E,1.9,3.7,68,17.0,2025-02-11 15:00:00,,-1.0,7.0,0,0,0.0,Aucune
6.0,6.0,1.3,NO,1.9,7.4,72,14.0,2025-02-11 14:00:00,1019.2,-1.2,7.0,0,0,0.0,Aucune
6.2,6.2,0.9,ONO,3.7,11.1,69,12.0,2025-02-11 13:00:00,1019.5,-0.8,7.0,0,0,0.0,Aucune
5.9,5.9,2.5,O,3.7,7.4,79,10.0,2025-02-11 12:00:00,,-0.4,7.0,0,0,0.0,Aucune
5.0,3.9,2.7,SO,5.6,7.4,85,9.0,2025-02-11 11:00:00,1020.5,0.2,7.0,0,0,0.0,Aucune
4.3,4.3,2.8,SSO,3.7,7.4,90,8.0,2025-02-11 10:00:00,1020.4,0.5,7.0,0,0,0.0,Aucune
3.9,3.9,2.6,SO,3.7,7.4,91,7.0,2025-02-11 09:00:00,1020.5,0.8,7.0,0,0,0.0,Aucune
3.7,3.7,2.5,SO,3.7,9.3,92,7.0,2025-02-11 08:00:00,1020.3,0.7,7.0,0,0,0.0,Aucune
3.6,3.6,2.3,SSO,3.7,7.4,91,8.0,2025-02-11 07:00:00,1019.9,0.1,7.0,0,0,0.0,Aucune
3.7,2.4,2.2,OSO,5.6,7.4,90,9.0,2025-02-11 06:00:00,1019.7,0.0,7.0,0,0,0.01,Faible
3.5,2.1,2.2,SO,5.6,9.3,91,9.0,2025-02-11 05:00:00,1019.6,0.0,7.0,0,0,0.0,Aucune
3.4,2.0,1.9,OSO,5.6,9.3,90,12.0,2025-02-11 04:00:00,1019.8,0.2,7.0,0,0,0.0,Aucune
3.6,3.6,1.5,OSO,3.7,9.3,86,12.0,2025-02-11 03:00:00,1019.7,0.3,7.0,0,0,0.0,Aucune
3.5,2.1,1.5,OSO,5.6,7.4,87,8.0,2025-02-11 02:00:00,1019.6,0.8,8.0,0,0,0.0,Aucune
3.5,2.1,1.7,ONO,5.6,14.8,88,8.0,2025-02-11 01:00:00,1019.6,1.3,8.0,0,0,0.0,Aucune
3.7,1.3,1.6,O,9.3,16.7,86,10.0,2025-02-11 00:00:00,1019.4,1.7,8.0,0,0,0.01,Faible
4.4,4.4,2.4,NNE,3.7,5.6,87,10.0,2025-02-12 23:00:00,1019.8,0.6,8.0,0,0,0.0,Aucune
4.5,4.5,2.0,NNE,3.7,9.3,84,10.0,2025-02-12 22:00:00,1019.8,0.5,8.0,0,1,0.01,Faible
4.9,4.9,1.2,N,1.9,5.6,77,15.0,2025-02-12 21:00:00,1019.8,0.6,8.0,0,0,0.0,Aucune
4.9,4.9,1.4,E,1.9,5.6,78,15.0,2025-02-12 20:00:00,1019.2,0.5,8.0,0,0,0.0,Aucune
4.9,4.9,1.2,NE,3.7,5.6,77,15.0,2025-02-12 19:00:00,1019.3,1.1,8.0,0,0,0.0,Aucune
5.0,3.9,0.9,ENE,5.6,7.4,75,10.0,2025-02-12 18:00:00,1019.2,1.0,8.0,0,1,0.01,Faible
5.0,5.0,1.1,ENE,3.7,7.4,76,10.0,2025-02-12 17:00:00,1018.7,0.6,8.0,0,0,0.0,Aucune
5.0,3.9,0.9,NE,5.6,9.3,75,11.0,2025-02-12 16:00:00,1018.1,-0.2,8.0,0,1,0.01,Faible
4.9,4.9,1.4,NE,3.7,9.3,78,10.0,2025-02-12 15:00:00,1018.1,-0.7,8.0,0,1,0.07,Faible
4.9,4.9,1.4,NE,3.7,7.4,78,10.0,2025-02-12 14:00:00,,-0.7,8.0,0,1,0.01,Faible
4.6,3.4,1.6,NE,5.6,9.3,81,10.0,2025-02-12 13:00:00,1018.4,-0.3,8.0,0,1,0.2,Faible
4.7,3.5,1.2,NE,5.6,9.3,78,5.0,2025-02-12 12:00:00,1018.9,0.6,8.0,0,1,0.01,Faible
4.8,3.6,0.6,ENE,5.6,11.1,74,9.0,2025-02-12 11:00:00,1018.8,0.5,8.0,0,1,0.01,Faible
4.3,4.3,0.8,E,3.7,9.3,78,8.0,2025-02-12 10:00:00,1018.7,0.7,8.0,0,1,0.01,Faible
3.9,2.6,0.9,ENE,5.6,11.1,81,8.0,2025-02-12 09:00:00,1018.3,0.4,8.0,0,1,0.01,Faible
3.8,2.5,0.3,ENE,5.6,9.3,78,8.0,2025-02-12 08:00:00,1018.3,0.4,8.0,0,0,0.0,Aucune
3.4,2.0,0.6,ENE,5.6,9.3,82,8.0,2025-02-12 07:00:00,,0.0,8.0,0,0,0.0,Aucune
3.2,1.8,0.9,NE,5.6,9.3,85,8.0,2025-02-12 06:00:00,1017.9,-0.2,8.0,0,0,0.0,Aucune
2.9,1.5,1.3,ENE,5.6,7.4,89,8.0,2025-02-12 05:00:00,1017.9,-0.5,8.0,0,0,0.0,Aucune
2.7,2.7,1.4,NE,3.7,7.4,91,5.0,2025-02-12 04:00:00,,-0.5,8.0,0,0,0.0,Aucune
2.5,1.0,1.5,NE,5.6,7.4,93,4.9,2025-02-12 03:00:00,1018.1,-0.6,8.0,0,0,0.0,Aucune
2.4,2.4,1.4,NE,3.7,5.6,93,4.2,2025-02-12 02:00:00,1018.5,-0.3,8.0,0,0,0.0,Aucune
2.1,2.1,1.2,NE,1.9,3.7,94,8.0,2025-02-12 01:00:00,1018.6,-0.4,7.0,0,0,0.0,Aucune
2.1,2.1,1.1,N,3.7,3.7,93,4.2,2025-02-12 00:00:00,1018.8,-0.4,7.0,0,0,0.0,Aucune
1.9,0.3,-0.5,NE,5.6,11.1,84,8.0,2025-02-13 23:00:00,1023.5,0.6,2.0,0,0,0.0,Aucune
3.1,1.1,-0.5,NE,7.4,13.0,77,10.0,2025-02-13 22:00:00,1023.3,0.7,7.0,0,0,0.0,Aucune
4.0,2.1,0.5,NE,7.4,13.0,78,10.0,2025-02-13 21:00:00,,0.9,7.0,0,0,0.0,Aucune
4.4,2.6,-2.0,NNE,7.4,13.0,63,12.0,2025-02-13 20:00:00,1022.8,1.1,8.0,0,0,0.0,Aucune
4.7,2.9,0.6,NE,7.4,11.1,75,12.0,2025-02-13 19:00:00,1022.5,1.0,8.0,0,0,0.0,Aucune
5.0,3.9,-0.8,NNE,5.6,9.3,66,13.0,2025-02-13 18:00:00,1022.1,0.7,8.0,0,0,0.0,Aucune
5.1,5.1,-0.5,NNE,3.7,9.3,67,20.0,2025-02-13 17:00:00,1021.7,0.3,8.0,0,0,0.0,Aucune
5.4,4.3,-0.4,NNE,5.6,11.1,66,20.0,2025-02-13 16:00:00,1021.5,0.0,8.0,0,0,0.0,Aucune
5.5,4.4,0.5,NNO,5.6,11.1,70,20.0,2025-02-13 15:00:00,1021.4,-0.4,8.0,0,0,0.0,Aucune
5.8,4.8,-0.7,NNO,5.6,11.1,63,20.0,2025-02-13 14:00:00,1021.4,-0.6,8.0,0,0,0.0,Aucune
5.8,5.8,-0.1,N,3.7,11.1,66,17.0,2025-02-13 13:00:00,1021.5,-0.3,8.0,0,0,0.0,Aucune
5.9,4.9,0.8,N,5.6,13.0,70,13.0,2025-02-13 12:00:00,1021.8,0.3,8.0,0,0,0.0,Aucune
5.4,5.4,2.6,N,3.7,9.3,82,10.0,2025-02-13 10:00:00,1021.8,1.3,7.0,0,0,0.0,Aucune
4.6,4.6,2.5,N,3.7,9.3,86,6.0,2025-02-13 09:00:00,1021.5,1.5,7.0,0,0,0.0,Aucune
3.7,3.7,2.1,NNO,3.7,9.3,89,10.0,2025-02-13 08:00:00,1021.2,1.0,7.0,0,0,0.0,Aucune
3.0,3.0,1.0,NNO,1.9,7.4,87,7.0,2025-02-13 07:00:00,1020.6,0.5,7.0,0,0,0.0,Aucune
3.7,3.7,1.6,NNO,0.0,3.7,86,8.0,2025-02-13 06:00:00,,0.3,7.0,0,0,0.0,Aucune
3.7,3.7,2.5,ENE,1.9,3.7,92,7.0,2025-02-13 05:00:00,1020.2,0.1,8.0,0,0,0.0,Aucune
3.8,3.8,2.2,NE,3.7,3.7,89,8.0,2025-02-13 04:00:00,,-0.1,8.0,0,0,0.0,Aucune
3.6,3.6,2.7,NNO,0.0,3.7,94,6.0,2025-02-13 03:00:00,1019.7,-0.1,8.0,0,1,0.07,Faible
3.8,3.8,2.6,ENE,3.7,5.6,92,6.0,2025-02-13 02:00:00,1020.1,0.3,8.0,0,1,0.01,Faible
4.2,4.2,2.4,NE,3.7,7.4,88,10.0,2025-02-13 01:00:00,1020.1,0.3,8.0,0,1,0.2,Faible
4.6,4.6,2.3,NE,3.7,9.3,85,10.0,2025-02-13 00:00:00,1019.8,0.0,8.0,0,1,0.01,Faible
-0.2,-2.8,-3.4,ESE,7.4,11.1,79,14.0,2025-02-14 23:00:00,1025.1,-1.7,0.0,0,0,0.0,Aucune
-0.1,-2.7,-3.3,E,7.4,13.0,79,14.0,2025-02-14 22:00:00,1025.7,-0.8,0.0,0,0,0.0,Aucune
0.8,-1.6,-3.0,E,7.4,9.3,76,6.0,2025-02-14 21:00:00,1026.3,0.6,,0,0,0.0,Aucune
0.2,0.2,-3.9,E,3.7,5.6,74,15.0,2025-02-14 20:00:00,1026.8,1.5,0.0,0,0,0.0,Aucune
1.9,1.9,-3.0,E,3.7,9.3,70,14.0,2025-02-14 19:00:00,1026.5,1.4,0.0,0,0,0.0,Aucune
2.5,0.4,-2.6,E,7.4,11.1,69,8.0,2025-02-14 18:00:00,1025.6,0.7,,0,0,0.0,Aucune
3.3,1.3,-2.9,E,7.4,13.0,64,8.0,2025-02-14 17:00:00,1025.2,0.0,,0,0,0.0,Aucune
4.5,2.2,-3.5,E,9.3,13.0,56,9.0,2025-02-14 16:00:00,1024.9,-0.7,,0,0,0.0,Aucune
5.0,3.3,-3.1,E,7.4,13.0,56,8.0,2025-02-14 15:00:00,1024.8,-1.2,,0,0,0.0,Aucune
5.0,3.3,-3.3,E,7.4,13.0,55,6.0,2025-02-14 14:00:00,1025.1,-1.3,,0,0,0.0,Aucune
4.7,2.9,-3.1,ENE,7.4,16.7,57,5.0,2025-02-14 13:00:00,1025.6,-0.7,,0,0,0.0,Aucune
3.9,2.0,-2.9,E,7.4,13.0,61,5.0,2025-02-14 12:00:00,1026.1,0.1,,0,0,0.0,Aucune
2.8,0.7,-3.1,E,7.4,16.7,65,5.0,2025-02-14 11:00:00,1026.5,0.7,,0,0,0.0,Aucune
1.8,-1.0,-2.9,E,9.3,13.0,71,4.3,2025-02-14 10:00:00,1026.5,1.3,,0,0,0.0,Aucune
